ensembl_gene_id	description
ENSOCUG00000014446	transmembrane protein 212 
ENSOCUG00000000827	sarcolemma associated protein 
ENSOCUG00000004185	fibronectin type III domain containing 3B 
ENSOCUG00000005025	
ENSOCUG00000024115	asialoglycoprotein receptor 2 
ENSOCUG00000026694	
ENSOCUG00000005531	UDP-glucose 6-dehydrogenase 
ENSOCUG00000017940	carboxypeptidase B2 
ENSOCUG00000005027	purine nucleoside phosphorylase 
ENSOCUG00000015173	zinc finger CCCH-type containing 13 
ENSOCUG00000025308	
ENSOCUG00000007017	solute carrier family 16 member 11 
ENSOCUG00000009270	synaptopodin 
ENSOCUG00000013346	myozenin 3 
ENSOCUG00000005029	ribonuclease A family member 10 (inactive) 
ENSOCUG00000006370	
ENSOCUG00000017311	ribonuclease A family member 9 (inactive) 
ENSOCUG00000029146	
ENSOCUG00000023936	
ENSOCUG00000017315	ribonuclease A family member 11 (inactive) 
ENSOCUG00000011532	RNA binding motif protein 22 
ENSOCUG00000024960	
ENSOCUG00000017321	olfactory receptor family 6 subfamily S member 1 
ENSOCUG00000004635	aquaporin 2 
ENSOCUG00000003239	transmembrane protein 236 
ENSOCUG00000016908	phosphodiesterase 8A 
ENSOCUG00000021607	
ENSOCUG00000013022	ribonuclease A family member 4 
ENSOCUG00000029700	
ENSOCUG00000022085	
ENSOCUG00000001978	
ENSOCUG00000004472	phospholipid phosphatase 1 
ENSOCUG00000013645	LDL receptor related protein 5 
ENSOCUG00000021547	
ENSOCUG00000026377	
ENSOCUG00000009298	
ENSOCUG00000004641	aquaporin 5 
ENSOCUG00000005872	ubiquitin conjugating enzyme E2 K 
ENSOCUG00000003771	signal transducing adaptor molecule 
ENSOCUG00000007013	solute carrier family 16 member 13 
ENSOCUG00000007340	growth hormone secretagogue receptor 
ENSOCUG00000007494	ribonuclease A family member k6 
ENSOCUG00000010616	
ENSOCUG00000007495	ribonuclease A family member 1, pancreatic 
ENSOCUG00000015681	Rac GTPase activating protein 1 
ENSOCUG00000004479	solute carrier family 38 member 9 
ENSOCUG00000014848	tumor necrosis factor superfamily member 10 
ENSOCUG00000029756	siah E3 ubiquitin protein ligase family member 3 
ENSOCUG00000014037	spermatid associated 
ENSOCUG00000014194	
ENSOCUG00000002490	glutamate rich 6B 
ENSOCUG00000007497	
ENSOCUG00000027741	
ENSOCUG00000013510	dynactin subunit 4 
ENSOCUG00000002476	component of oligomeric golgi complex 3 
ENSOCUG00000005880	PDS5 cohesin associated factor A 
ENSOCUG00000005345	neutral cholesterol ester hydrolase 1 
ENSOCUG00000015951	
ENSOCUG00000007593	
ENSOCUG00000010894	
ENSOCUG00000002274	
ENSOCUG00000007094	methyltransferase like 17 
ENSOCUG00000010919	poly(A) binding protein cytoplasmic 5 
ENSOCUG00000000828	filamin B 
ENSOCUG00000003437	
ENSOCUG00000025664	
ENSOCUG00000024217	
ENSOCUG00000009484	epithelial cell transforming 2 
ENSOCUG00000027548	
ENSOCUG00000027517	chromosome 11 open reading frame 24 
ENSOCUG00000015699	acid sensing ion channel subunit 1 
ENSOCUG00000025516	nucleosome assembly protein 1 like 3 
ENSOCUG00000005702	3-hydroxyacyl-CoA dehydratase 1 
ENSOCUG00000002778	lysine methyltransferase 5B 
ENSOCUG00000007240	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 
ENSOCUG00000021659	arachidonate 12-lipoxygenase, 12S type 
ENSOCUG00000010073	family with sequence similarity 133 member A 
ENSOCUG00000009222	vimentin 
ENSOCUG00000027425	
ENSOCUG00000023303	
ENSOCUG00000021736	small integral membrane protein 3 
ENSOCUG00000000656	solute carrier family 39 member 2 
ENSOCUG00000024432	
ENSOCUG00000028024	
ENSOCUG00000023762	
ENSOCUG00000008597	DEAD-box helicase 4 
ENSOCUG00000027163	
ENSOCUG00000013612	unc-93 homolog B1 (C. elegans) 
ENSOCUG00000022853	
ENSOCUG00000005372	TNFAIP3 interacting protein 1 
ENSOCUG00000000653	NDRG family member 2 
ENSOCUG00000008419	solute carrier family 25 member 30 
ENSOCUG00000014809	RAB9B, member RAS oncogene family 
ENSOCUG00000021831	
ENSOCUG00000023451	
ENSOCUG00000005111	NEDD4 binding protein 2 
ENSOCUG00000005126	ras homolog family member H 
ENSOCUG00000014800	proteolipid protein 1 
ENSOCUG00000017105	cholinergic receptor nicotinic alpha 9 subunit 
ENSOCUG00000006006	solute carrier family 28 member 1 
ENSOCUG00000022477	arachidonate 15-lipoxygenase 
ENSOCUG00000012034	RNA binding motif protein 47 
ENSOCUG00000023692	translationally-controlled tumor protein  
ENSOCUG00000007830	interleukin 31 receptor A 
ENSOCUG00000014781	glycine receptor alpha 4 
ENSOCUG00000000144	
ENSOCUG00000015715	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 
ENSOCUG00000016920	NOP2/Sun RNA methyltransferase family member 7 
ENSOCUG00000007839	interleukin 6 signal transducer 
ENSOCUG00000003537	general transcription factor IIF subunit 2 
ENSOCUG00000016932	amyloid beta precursor protein binding family B member 2 
ENSOCUG00000007102	tubulin polymerization promoting protein family member 2 
ENSOCUG00000013829	potassium channel tetramerization domain containing 4 
ENSOCUG00000000344	signal transducing adaptor molecule 2 
ENSOCUG00000007277	GPALPP motifs containing 1 
ENSOCUG00000014778	mortality factor 4 like 2 
ENSOCUG00000004746	spermatogenesis associated 16 
ENSOCUG00000007105	ribonuclease A family member 13 (inactive) 
ENSOCUG00000015728	glycerol-3-phosphate dehydrogenase 1 
ENSOCUG00000005379	annexin A6 
ENSOCUG00000000652	
ENSOCUG00000000553	transcription elongation factor A like 1 
ENSOCUG00000007273	NUFIP1, FMR1 interacting protein 1 
ENSOCUG00000009269	
ENSOCUG00000002210	
ENSOCUG00000007235	tRNA aspartic acid methyltransferase 1 
ENSOCUG00000007106	
ENSOCUG00000022702	
ENSOCUG00000002042	N-acetylated alpha-linked acidic dipeptidase like 2 
ENSOCUG00000005663	
ENSOCUG00000027968	
ENSOCUG00000009914	Rho guanine nucleotide exchange factor 40 
ENSOCUG00000023467	
ENSOCUG00000017434	SUMO1/sentrin specific peptidase 1 
ENSOCUG00000006064	
ENSOCUG00000012769	TSC22 domain family member 1 
ENSOCUG00000003712	transcription elongation factor A like 9 
ENSOCUG00000020904	
ENSOCUG00000028131	brain expressed X-linked 3 
ENSOCUG00000017078	transducin beta like 1 X-linked receptor 1 
ENSOCUG00000022079	
ENSOCUG00000005991	
ENSOCUG00000001353	
ENSOCUG00000028146	
ENSOCUG00000022110	transcription elongation factor A like 7 
ENSOCUG00000016375	stress associated endoplasmic reticulum protein family member 2 
ENSOCUG00000013216	formin like 2 
ENSOCUG00000009350	
ENSOCUG00000005980	zinc finger protein 592 
ENSOCUG00000013489	
ENSOCUG00000000831	deoxyribonuclease 1 like 3 
ENSOCUG00000025862	
ENSOCUG00000013492	
ENSOCUG00000024450	
ENSOCUG00000005084	
ENSOCUG00000009521	transcription elongation factor A like 8 
ENSOCUG00000009922	zinc finger protein 219 
ENSOCUG00000012843	ceramide synthase 5 
ENSOCUG00000027750	
ENSOCUG00000009155	mitogen-activated protein kinase kinase kinase 1 
ENSOCUG00000000445	brain expressed X-linked 4 
ENSOCUG00000029667	cubilin 
ENSOCUG00000016531	
ENSOCUG00000001991	complement C1q like 3 
ENSOCUG00000008684	nuclear RNA export factor 3 
ENSOCUG00000001985	phosphotriesterase related 
ENSOCUG00000015938	coiled-coil domain containing 122 
ENSOCUG00000026171	transmembrane protein 253 
ENSOCUG00000008205	SEC11 homolog A, signal peptidase complex subunit 
ENSOCUG00000017445	phosphofructokinase, muscle 
ENSOCUG00000006639	ecto-NOX disulfide-thiol exchanger 1 
ENSOCUG00000003131	SET domain containing 9 
ENSOCUG00000025483	
ENSOCUG00000003134	MIER family member 3 
ENSOCUG00000016579	family with sequence similarity 188 member A 
ENSOCUG00000015029	Heterogeneous nuclear ribonucleoprotein C  
ENSOCUG00000000832	abhydrolase domain containing 6 
ENSOCUG00000014885	proline, glutamate and leucine rich protein 1 
ENSOCUG00000012851	LIM domain and actin binding 1 
ENSOCUG00000022840	
ENSOCUG00000005494	
ENSOCUG00000017866	neuromedin B 
ENSOCUG00000015459	
ENSOCUG00000001696	DnaJ heat shock protein family (Hsp40) member C15 
ENSOCUG00000027162	
ENSOCUG00000017864	WD repeat domain 73 
ENSOCUG00000027202	ribonuclease P/MRP subunit p14 
ENSOCUG00000004658	zinc finger matrin-type 3 
ENSOCUG00000010784	retinitis pigmentosa GTPase regulator interacting protein 1 
ENSOCUG00000000716	epithelial stromal interaction 1 
ENSOCUG00000013239	pre-mRNA processing factor 40 homolog A 
ENSOCUG00000015547	
ENSOCUG00000017473	family with sequence similarity 216 member B 
ENSOCUG00000010932	GC-rich promoter binding protein 1 
ENSOCUG00000010631	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha 
ENSOCUG00000014334	integrin subunit alpha 8 
ENSOCUG00000011051	tumor necrosis factor superfamily member 11 
ENSOCUG00000000833	PX domain containing serine/threonine kinase like 
ENSOCUG00000007308	zinc finger and SCAN domain containing 2 
ENSOCUG00000000146	IQ motif containing GTPase activating protein 1 
ENSOCUG00000025370	arrestin beta 2 
ENSOCUG00000014966	
ENSOCUG00000000663	actin, beta like 2 
ENSOCUG00000001021	
ENSOCUG00000017130	transmembrane protein 33 
ENSOCUG00000017023	activating transcription factor 1 
ENSOCUG00000015837	
ENSOCUG00000016016	A-kinase anchoring protein 11 
ENSOCUG00000007089	polo like kinase 2 
ENSOCUG00000013257	ADP ribosylation factor like GTPase 6 interacting protein 6 
ENSOCUG00000015841	solute carrier family 36 member 3 
ENSOCUG00000010807	
ENSOCUG00000001688	reprimo, TP53 dependent G2 arrest mediator candidate 
ENSOCUG00000017135	solute carrier family 30 member 9 
ENSOCUG00000012013	disco interacting protein 2 homolog B 
ENSOCUG00000015981	diacylglycerol kinase eta 
ENSOCUG00000017645	polypeptide N-acetylgalactosaminyltransferase 13 
ENSOCUG00000015850	solute carrier family 36 member 2 
ENSOCUG00000015632	
ENSOCUG00000024206	potassium voltage-gated channel subfamily J member 3 
ENSOCUG00000021351	GRB2 binding adaptor protein, transmembrane 
ENSOCUG00000013788	
ENSOCUG00000017455	ankyrin repeat and SOCS box containing 8 
ENSOCUG00000024992	RAB3C, member RAS oncogene family 
ENSOCUG00000009284	potassium channel tetramerization domain containing 6 
ENSOCUG00000029507	
ENSOCUG00000022939	
ENSOCUG00000011108	
ENSOCUG00000010643	potassium calcium-activated channel subfamily M regulatory beta subunit 3 
ENSOCUG00000004685	ENY2, transcription and export complex 2 subunit 
ENSOCUG00000004155	acyl-CoA oxidase 2 
ENSOCUG00000012093	solute carrier family 36 member 1 
ENSOCUG00000000784	nuclear receptor subfamily 4 group A member 2 
ENSOCUG00000010822	chromodomain helicase DNA binding protein 8 
ENSOCUG00000010495	coiled-coil domain containing 184 
ENSOCUG00000001486	zinc finger protein 639 
ENSOCUG00000013152	ATPase phospholipid transporting 8A1 
ENSOCUG00000011689	phosphodiesterase 4D 
ENSOCUG00000027827	C-X-C motif chemokine ligand 16 
ENSOCUG00000005451	zinc finger protein 641 
ENSOCUG00000009488	
ENSOCUG00000013059	basic helix-loop-helix domain containing, class B, 9 
ENSOCUG00000000928	mitofusin 1 
ENSOCUG00000002182	G protein-coupled receptor associated sorting protein 1 
ENSOCUG00000010948	armadillo repeat containing, X-linked 5 
ENSOCUG00000026566	
ENSOCUG00000015179	zinc finger MYND-type containing 15 
ENSOCUG00000000500	
ENSOCUG00000005789	
ENSOCUG00000000503	trafficking protein particle complex 12 
ENSOCUG00000006924	family with sequence similarity 171 member A1 
ENSOCUG00000009764	glycerol-3-phosphate dehydrogenase 2 
ENSOCUG00000017607	N-myristoyltransferase 2 
ENSOCUG00000022626	
ENSOCUG00000002750	transmembrane 4 L six family member 5 
ENSOCUG00000000530	Oryctolagus cuniculus acireductone dioxygenase 1 (ADI1), mRNA. 
ENSOCUG00000014909	von Willebrand factor A domain containing 8 
ENSOCUG00000001531	
ENSOCUG00000000331	RAB2B, member RAS oncogene family 
ENSOCUG00000006117	
ENSOCUG00000002755	vitelline membrane outer layer 1 homolog 
ENSOCUG00000016650	DEP domain containing 1B 
ENSOCUG00000026031	glycolipid transfer protein domain containing 2 
ENSOCUG00000004160	family with sequence similarity 107 member A 
ENSOCUG00000000931	G protein subunit beta 4 
ENSOCUG00000012103	FAT atypical cadherin 2 
ENSOCUG00000008507	ribosomal protein S7  
ENSOCUG00000011848	proteasome subunit beta 6 
ENSOCUG00000002770	family with sequence similarity 3 member D 
ENSOCUG00000000334	TOX high mobility group box family member 4 
ENSOCUG00000009185	polypeptide N-acetylgalactosaminyltransferase 5 
ENSOCUG00000027529	ELOVL fatty acid elongase 7 
ENSOCUG00000025974	phospholipase D2 
ENSOCUG00000002773	chromosome 3 open reading frame 67 
ENSOCUG00000009198	ermin 
ENSOCUG00000017883	actin like 6A 
ENSOCUG00000022070	
ENSOCUG00000022768	
ENSOCUG00000022064	
ENSOCUG00000004519	ERCC excision repair 8, CSA ubiquitin ligase complex subunit 
ENSOCUG00000008728	collectin subfamily member 11 
ENSOCUG00000009200	cytohesin 1 interacting protein 
ENSOCUG00000013177	small integral membrane protein 20 
ENSOCUG00000011936	fragile histidine triad 
ENSOCUG00000002809	protein tyrosine phosphatase, receptor type G 
ENSOCUG00000016102	allantoicase 
ENSOCUG00000012871	cerebral dopamine neurotrophic factor 
ENSOCUG00000000336	methyltransferase like 3 
ENSOCUG00000029707	cytochrome P450 2C3 precursor  
ENSOCUG00000012875	heat shock protein family A (Hsp70) member 14 
ENSOCUG00000009208	activin A receptor type 1C 
ENSOCUG00000026872	
ENSOCUG00000014304	CREB regulated transcription coactivator 3 
ENSOCUG00000022212	t-complex 11 family, X-linked 2 
ENSOCUG00000024088	
ENSOCUG00000004525	NADH:ubiquinone oxidoreductase complex assembly factor 2 
ENSOCUG00000015090	suppressor of variegation 3-9 homolog 2 
ENSOCUG00000027747	
ENSOCUG00000026787	
ENSOCUG00000004528	
ENSOCUG00000014903	regulator of cell cycle 
ENSOCUG00000027464	spalt like transcription factor 2 
ENSOCUG00000017886	mitochondrial ribosomal protein L47 
ENSOCUG00000008899	
ENSOCUG00000024640	
ENSOCUG00000008283	zinc finger SWIM-type containing 6 
ENSOCUG00000010204	misshapen like kinase 1 
ENSOCUG00000002529	glutaredoxin and cysteine rich domain containing 1 
ENSOCUG00000013024	N(alpha)-acetyltransferase 16, NatA auxiliary subunit 
ENSOCUG00000013969	Bloom syndrome RecQ like helicase 
ENSOCUG00000010154	DNA cross-link repair 1C 
ENSOCUG00000012120	secreted protein acidic and cysteine rich 
ENSOCUG00000017887	
ENSOCUG00000024690	
ENSOCUG00000027610	SRY-box 11 
ENSOCUG00000007578	olfactory receptor family 10 subfamily G member 3 
ENSOCUG00000027618	
ENSOCUG00000002439	activin A receptor type 1 
ENSOCUG00000010466	kinesin family member 2A 
ENSOCUG00000017913	Yip1 domain family member 7 
ENSOCUG00000026014	
ENSOCUG00000023454	
ENSOCUG00000010021	cytidine/uridine monophosphate kinase 2 
ENSOCUG00000015043	
ENSOCUG00000024085	olfactory receptor family 4 subfamily E member 2 
ENSOCUG00000024969	furin, paired basic amino acid cleaving enzyme 
ENSOCUG00000017915	GUF1 homolog, GTPase 
ENSOCUG00000006043	ubiquitin specific peptidase 13 (isopeptidase T-3) 
ENSOCUG00000012157	radical S-adenosyl methionine domain containing 2 
ENSOCUG00000024820	
ENSOCUG00000008498	uridine phosphorylase 2 
ENSOCUG00000002820	chromosome 3 open reading frame 14 
ENSOCUG00000029267	cytochrome P450 2C30 precursor  
ENSOCUG00000012144	transmembrane protease, serine 12 
ENSOCUG00000023519	T cell receptor alpha variable 4 
ENSOCUG00000024959	
ENSOCUG00000002823	FEZ family zinc finger 2 
ENSOCUG00000023623	
ENSOCUG00000015622	methyltransferase like 7A 
ENSOCUG00000029288	
ENSOCUG00000021336	T cell receptor alpha variable 5 
ENSOCUG00000026103	
ENSOCUG00000024634	
ENSOCUG00000027537	
ENSOCUG00000029444	coiled-coil domain containing 148 
ENSOCUG00000022557	
ENSOCUG00000011101	Kruppel like factor 13 
ENSOCUG00000002826	calcium dependent secretion activator 
ENSOCUG00000013466	plakophilin 4 
ENSOCUG00000024777	
ENSOCUG00000022166	
ENSOCUG00000006053	peroxisomal biogenesis factor 5 like 
ENSOCUG00000010165	meiosis/spermiogenesis associated 1 
ENSOCUG00000021518	
ENSOCUG00000021476	
ENSOCUG00000025917	
ENSOCUG00000017918	glucosamine-6-phosphate deaminase 2 
ENSOCUG00000027298	
ENSOCUG00000027220	
ENSOCUG00000007767	solute carrier family 11 member 2 
ENSOCUG00000021378	
ENSOCUG00000027092	
ENSOCUG00000025207	mitochondrial translation release factor 1 
ENSOCUG00000027818	
ENSOCUG00000000911	TBC1 domain family member 16 
ENSOCUG00000016466	acyl-CoA binding domain containing 7 
ENSOCUG00000024102	
ENSOCUG00000029471	
ENSOCUG00000024367	
ENSOCUG00000023316	
ENSOCUG00000021706	T cell receptor alpha variable 9-2 
ENSOCUG00000029073	stum, mechanosensory transduction mediator homolog 
ENSOCUG00000021371	
ENSOCUG00000010478	DIM1 dimethyladenosine transferase 1 homolog 
ENSOCUG00000010231	cholinergic receptor nicotinic epsilon subunit 
ENSOCUG00000027167	T cell receptor alpha variable 17 
ENSOCUG00000004970	
ENSOCUG00000011093	T cell receptor alpha variable 19 
ENSOCUG00000027457	
ENSOCUG00000027155	
ENSOCUG00000002266	
ENSOCUG00000000806	tetratricopeptide repeat domain 14 
ENSOCUG00000024986	T cell receptor alpha variable 23/delta variable 6 
ENSOCUG00000012918	synaptoporin 
ENSOCUG00000002188	mannosidase alpha class 2A member 2 
ENSOCUG00000012123	antioxidant 1 copper chaperone 
ENSOCUG00000029433	T cell receptor alpha variable 24 
ENSOCUG00000026467	T cell receptor alpha variable 8-7 (non-functional) 
ENSOCUG00000015768	chromobox 4 
ENSOCUG00000023049	
ENSOCUG00000028076	
ENSOCUG00000004993	sentan, cilia apical structure protein 
ENSOCUG00000024472	
ENSOCUG00000004256	WW domain binding protein 4 
ENSOCUG00000014250	
ENSOCUG00000022143	
ENSOCUG00000007962	chromobox 8 
ENSOCUG00000025591	T cell receptor delta variable 3 
ENSOCUG00000009991	
ENSOCUG00000014258	
ENSOCUG00000029641	
ENSOCUG00000022761	interleukin 3 receptor subunit alpha 
ENSOCUG00000009257	chromobox 2 
ENSOCUG00000014269	defender against cell death 1 
ENSOCUG00000014277	abhydrolase domain containing 4 
ENSOCUG00000015241	chromosome 3 open reading frame 49 
ENSOCUG00000015646	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit 
ENSOCUG00000025987	
ENSOCUG00000025391	
ENSOCUG00000008620	death associated protein like 1 
ENSOCUG00000010580	
ENSOCUG00000021860	
ENSOCUG00000014105	gamma-aminobutyric acid type A receptor gamma1 subunit 
ENSOCUG00000000285	lamin B receptor 
ENSOCUG00000000812	coiled-coil domain containing 39 
ENSOCUG00000004862	importin 11 
ENSOCUG00000000803	ataxin 7 
ENSOCUG00000029532	
ENSOCUG00000015107	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 
ENSOCUG00000021544	
ENSOCUG00000023932	
ENSOCUG00000009877	
ENSOCUG00000026780	
ENSOCUG00000024993	
ENSOCUG00000027865	cytochrome P450 family 11 subfamily A member 1 
ENSOCUG00000005852	leukocyte cell-derived chemotaxin 1  
ENSOCUG00000023421	
ENSOCUG00000025313	proteasome 26S subunit, non-ATPase 6 
ENSOCUG00000023518	FMR1 autosomal homolog 1 
ENSOCUG00000015135	WD repeat, sterile alpha motif and U-box domain containing 1 
ENSOCUG00000002648	glycine receptor alpha 1 
ENSOCUG00000000720	OXA1L, mitochondrial inner membrane protein 
ENSOCUG00000002299	enabled homolog (Drosophila) 
ENSOCUG00000025812	
ENSOCUG00000002576	gamma-aminobutyric acid type A receptor alpha2 subunit 
ENSOCUG00000000810	prickle planar cell polarity protein 2 
ENSOCUG00000009014	LETM1 domain containing 1 
ENSOCUG00000029060	chromosome 17 open reading frame 107 
